ticker,year,quarter,avg_price,sd_price,avg_pct_change,sd_pct_change,avg_range,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,yearly_amount_per_share,num_per_year,three_year_dividend,pays_dividend,dividend_yield
ADM,2006,2006.4,35.20873015873016,2.2403495100771607,-0.002460907887826705,0.019115002347251907,0.9625399047619045,5934630.158730159,12.56,0.51,1.38,0,1.33,0.4,4,1.04,1,0.011360818700268241
ADM,2007,2007.1,33.720327967213116,1.7555379906586184,-5.481786593830449e-4,0.01647807902512664,0.8803278524590166,8518818.032786885,14.23,0.54,0,0,1.37,0.48,4,1.08,1,0.014234736995046805
ADM,2007,2007.2,35.927460238095236,1.8371189106047028,-0.0025449655990722663,0.013325183211880863,0.7430160158730162,6777433.333333333,12.87,0.49,0,0,1.23,0.48,4,1.12,1,0.013360254157098418
ADM,2007,2007.3,33.95000003174603,1.3923069212300134,-6.849893642186749e-4,0.013657101851973552,0.8277779206349205,5744382.53968254,12.44,0.44,1.29,0,1.49,0.48,4,1.16,1,0.014138438867486324
ADM,2007,2007.4,37.04468746875,3.4762602144478323,0.004139333481674148,0.01483974277756883,1.0407813125,6124871.875,16.98,0.53,1.75,0,1.72,0.48,4,1.2,1,0.012957323513794423
ADM,2008,2008.1,43.703606475409835,1.738780318084765,0.0011046456801363472,0.024424643993442248,1.5449178852459016,6669672.131147541,13.46,0.4,1.46,0,1.77,0.78,6,1.24,1,0.01784749733271722
ADM,2008,2008.2,40.883593671875,4.725071249271365,-0.0024544054575146206,0.018402651738978683,1.170468578125,7513393.75,11.07,0.33,0,0,1.75,0.78,6,1.28,1,0.019078557679154916
ADM,2008,2008.2,40.883593671875,4.725071249271365,-0.0024544054575146206,0.018402651738978683,1.170468578125,7513393.75,11.07,0.33,0,0,1.75,0.78,6,1.28,1,0.019078557679154916
ADM,2008,2008.3,26.5204686875,3.1753521167107923,-0.00624179372623781,0.02988759634487274,1.175156484375,7939179.6875,5.05,0.18,0.76,5.23,1.57,0.78,6,1.45,1,0.029411244921461008
ADM,2008,2008.3,26.5204686875,3.1753521167107923,-0.00624179372623781,0.02988759634487274,1.175156484375,7939179.6875,5.05,0.18,0.76,5.23,1.57,0.78,6,1.45,1,0.029411244921461008
ADM,2008,2008.4,23.286406203125,4.1331828674916515,0.0024762342371558556,0.053698359544041584,1.8662500468749998,9225462.5,6.32,0.24,0.99,2.8,1.48,0.78,6,1.62,1,0.033495937208865026
ADM,2009,2009.1,27.460000163934428,1.1278564184625508,0.0031811831996762466,0.026299219926590886,1.1680325573770491,8273568.852459016,8.02,0.25,0.98,0.96,1.38,0.7000000000000001,5,1.6600000000000001,1,0.025491624028443016
ADM,2009,2009.2,26.435714285714287,1.467516609990996,0.0027942265490660625,0.0235113290953791,0.9741268095238093,5908774.603174604,7.77,0.24,0,2.63,1.31,0.7000000000000001,5,1.7,1,0.02647932991083491
ADM,2009,2009.3,28.522187515625,1.1217736033766643,0.0026455500739016135,0.01642898065904129,0.7801562187499999,5392059.375,12.86,0.3,0.98,6.55,1.24,0.7000000000000001,5,1.74,1,0.024542297101739715
ADM,2009,2009.3,28.522187515625,1.1217736033766643,0.0026455500739016135,0.01642898065904129,0.7801562187499999,5392059.375,12.86,0.3,0.98,6.55,1.24,0.7000000000000001,5,1.74,1,0.024542297101739715
ADM,2009,2009.4,30.92906240625,0.9849932105057877,0.0010621797900046525,0.01255055702701466,0.7170312812499999,4465343.75,14.09,0.33,1.02,32.59,1.27,0.7000000000000001,5,1.9200000000000002,1,0.022632435177166812
ADM,2010,2010.1,29.942295131147542,0.8233576375102029,-0.00232960614738409,0.012248877039120913,0.5790164098360657,5464344.262295082,9.44,0.3,0.94,0,1.19,0.8999999999999999,6,1.96,1,0.030057816077825403
ADM,2010,2010.1,29.942295131147542,0.8233576375102029,-0.00232960614738409,0.012248877039120913,0.5790164098360657,5464344.262295082,9.44,0.3,0.94,0,1.19,0.8999999999999999,6,1.96,1,0.030057816077825403
