ticker,year,quarter,avg_price,sd_price,avg_pct_change,sd_pct_change,avg_range,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,yearly_amount_per_share,num_per_year,three_year_dividend,pays_dividend,dividend_yield
AMOT,2006,2006.4,3.7865608253968253,0.44117716710492516,0.009111309501510163,0.036503279603779505,0.20296301587301593,27626.190476190477,22.96,0.53,1.42,19.95,0.78,0,0,0,0,0
AMOT,2007,2007.1,4.308852459016394,0.29465789808853327,0.004803233174994826,0.035285121422574915,0.2379234918032787,22699.180327868853,18.08,0.5,1.3,19.3,0.78,0,0,0,0,0
AMOT,2007,2007.2,4.232381,0.2204520666767824,0.005793741876222622,0.021944151623263516,0.1579894761904762,13383.333333333334,22.45,0.58,1.44,25.16,0.73,0,0,0,0,0
AMOT,2007,2007.3,3.890476222222222,0.8499106143718774,0.0023367918065598315,0.03632288833355005,0.20677249206349202,17295.238095238095,15.23,0.4,0.98,13.88,0.7,0,0,0,0,0
AMOT,2007,2007.4,3.073229171875,0.11056686542347646,0.01059669745395338,0.029061797819546983,0.13687499999999994,17158.59375,12.79,0.37,0.89,6.89,0.52,0,0,0,0,0
AMOT,2008,2008.1,3.185136573770492,0.14460364890814006,0.007059418871635979,0.041447572095918046,0.17519124590163934,6968.852459016393,11.98,0.37,0.89,6.92,0.5,0,0,0,0,0
AMOT,2008,2008.2,3.375937515625,0.29987097455612105,0.005443148230745887,0.03409662383465626,0.12322915624999997,5625,12.03,0.44,1.05,6.77,0.44,0,0,0,0,0
AMOT,2008,2008.3,3.6077083125000002,0.16075315826603212,6.691565525988564e-4,0.03163715073706588,0.12552089062500002,5599.21875,11.05,0.4,0.95,5.34,0.44,0,0,0,0,0
AMOT,2008,2008.4,1.674895828125,0.6548742259245447,-0.013272492155589696,0.07848969524591805,0.1748958125,20329.6875,4.79,0.16,0.37,3.3,0.43,0,0,0,0,0
AMOT,2009,2009.1,1.2050273770491804,0.3300991410239336,-0.00839285774480268,0.083177533125399,0.12786895081967214,60617.2131147541,9.23,0.14,0.31,4,0.38,0,0,0,0,0
AMOT,2009,2009.2,1.3389418253968255,0.194616464615833,0.01310141321541842,0.04810091210845572,0.09566133333333332,12828.57142857143,0,0.2,0.58,10.07,0.49,0,0,0,0,0
AMOT,2009,2009.3,1.369375,0.12286243378983626,0.005371918262165842,0.04604549651763475,0.08656253125,9817.96875,0,0.28,0.7,22.28,0.42,0,0,0,0,0
